SI.No. ,DISTRICT,ASSEMBLY CONSTITUENY NAME,VILLAGE PANCHAYAT,BLOCK PANCHAYAT,CORRESPONDING PARLIAMENT CONSTITUENCY,DMK MEMBER / ALLIANCE REPRESENTATIVE
6174,SALEM,Veerapandi,MOODUTHURAI,VEERAPANDY,Salem,A.K. Tarun
6175,SALEM,Veerapandi,PERUMAMPATTY,VEERAPANDY,Salem,A.K. Tarun
6176,SALEM,Veerapandi,AKKARAPALAYAM,VEERAPANDY,Salem,A.K. Tarun
6177,SALEM,Veerapandi,INAMBAIROJI,VEERAPANDY,Salem,A.K. Tarun
6178,SALEM,Veerapandi,PERIYA SEERAGAPADI,VEERAPANDY,Salem,A.K. Tarun
6179,SALEM,Veerapandi,VEERAPANDY,VEERAPANDY,Salem,A.K. Tarun
6180,SALEM,Veerapandi,MARAMANGALATHUPATTI,VEERAPANDY,Salem,A.K. Tarun
6181,SALEM,Veerapandi,CHENNAGIRI,VEERAPANDY,Salem,A.K. Tarun
6182,SALEM,Veerapandi,ETTIMANICKAMPATTI,VEERAPANDY,Salem,A.K. Tarun
6183,SALEM,Veerapandi,KADATHUR AGRAHARAM,VEERAPANDY,Salem,A.K. Tarun
6184,SALEM,Veerapandi,MARULAYAMPALAYAM,VEERAPANDY,Salem,A.K. Tarun
6185,SALEM,Veerapandi,PAPPARAPATTY,VEERAPANDY,Salem,A.K. Tarun
6186,SALEM,Veerapandi,RAJAPALAYAM,VEERAPANDY,Salem,A.K. Tarun
6187,SALEM,Veerapandi,KEERAPAPPAMBADI,VEERAPANDY,Salem,A.K. Tarun
6188,SALEM,Veerapandi,KURALNATHAM,PANAMARATHUPATTI,Salem,A.K. Tarun
6189,SALEM,Veerapandi,PALLITHERUPATTI,PANAMARATHUPATTI,Salem,A.K. Tarun
6190,SALEM,Veerapandi,THIPPAMPATTY,PANAMARATHUPATTI,Salem,A.K. Tarun
6191,SALEM,Veerapandi,AMANIKONDALAMPATTI,PANAMARATHUPATTI,Salem,A.K. Tarun
6192,SALEM,Veerapandi,NEIKKARAPATTY,PANAMARATHUPATTI,Salem,A.K. Tarun
6193,SALEM,Veerapandi,THAMMANAICKENPATTY,PANAMARATHUPATTI,Salem,A.K. Tarun
6194,SALEM,Veerapandi,DASANAICKENPATTI,PANAMARATHUPATTI,Salem,A.K. Tarun
6195,SALEM,Veerapandi,GAJJALNAICKENPATTI,PANAMARATHUPATTI,Salem,A.K. Tarun
6196,SALEM,Veerapandi,NAZHIKKALPATTI,PANAMARATHUPATTI,Salem,A.K. Tarun
6197,SALEM,Veerapandi,NILAVARAPATTI,PANAMARATHUPATTI,Salem,A.K. Tarun
6198,SALEM,Veerapandi,PARAPATTI,PANAMARATHUPATTI,Salem,A.K. Tarun
6199,SALEM,Veerapandi,AMMAPALAYAM,PANAMARATHUPATTI,Salem,A.K. Tarun
6200,SALEM,Veerapandi,ERVADIVANIYAMPADI,PANAMARATHUPATTI,Salem,A.K. Tarun
6201,SALEM,Veerapandi,MOOKKUTHIPALAYAM,PANAMARATHUPATTI,Salem,A.K. Tarun
6202,SALEM,Veerapandi,PERAMANUR,PANAMARATHUPATTI,Salem,A.K. Tarun
6203,SALEM,Veerapandi,SANTHIYUR,PANAMARATHUPATTI,Salem,A.K. Tarun
6204,SALEM,Veerapandi,SANTHIYUR ATTAYAMPATTY,PANAMARATHUPATTI,Salem,A.K. Tarun
6205,SALEM,Veerapandi,VAZHAKKUTTAPATTI,PANAMARATHUPATTI,Salem,A.K. Tarun
6206,SALEM,Veerapandi,KAMMALAPATTI,PANAMARATHUPATTI,Salem,A.K. Tarun
6207,SALEM,Veerapandi,THUMBALPATTI,PANAMARATHUPATTI,Salem,A.K. Tarun
6208,SALEM,Yercaud,Aachankuttapatti,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6209,SALEM,Yercaud,D. Perumapalayam,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6210,SALEM,Yercaud,Korathupatti,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6211,SALEM,Yercaud,Kuppanoor,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6212,SALEM,Yercaud,Dasanaickenpatti,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6213,SALEM,Yercaud,Pallipatti,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6214,SALEM,Yercaud,Poovanoor,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6215,SALEM,Yercaud,Sukkampatti,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6216,SALEM,Yercaud,Thailanoor,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6217,SALEM,Yercaud,Valasaiyur,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6218,SALEM,Yercaud,Valaiyakaranur,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6219,SALEM,Yercaud,Chinnagoundapuram,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6220,SALEM,Yercaud,Chinnanur,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6221,SALEM,Yercaud,Kullampatti,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6222,SALEM,Yercaud,M.  Thathanoor,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6223,SALEM,Yercaud,Masinaickenpatti,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6224,SALEM,Yercaud,Minnampalli,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6225,SALEM,Yercaud,Periyagoundapuram,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6226,SALEM,Yercaud,A.  N.  Mangalam,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6227,SALEM,Yercaud,Anupur,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6228,SALEM,Yercaud,Kootathupatti,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6229,SALEM,Yercaud,S.  N.  Mangalam,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6230,SALEM,Yercaud,Adhikaripatti,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6231,SALEM,Yercaud,Udayapatti,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6232,SALEM,Yercaud,Veeranam,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6233,SALEM,Yercaud,Karumapuram,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6234,SALEM,Yercaud,M.  Perumapalayam,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6235,SALEM,Yercaud,Mettupatti,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6236,SALEM,Yercaud,Vellalagundam,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6237,SALEM,Yercaud,Karipatti,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6238,SALEM,Yercaud,Aladipatti,AYOTHIYAPATTINAM,Kallakurichi,C. Tamilselvan
6239,SALEM,Yercaud,KOLATHUKOMBAI,VALAPADY,Kallakurichi,C. Tamilselvan
6240,SALEM,Yercaud,ATHANURPATTI,VALAPADY,Kallakurichi,C. Tamilselvan
6241,SALEM,Yercaud,CHANDRAPILLAIVALASU,VALAPADY,Kallakurichi,C. Tamilselvan
6242,SALEM,Yercaud,CHINNAMANAICKENPALAYAM,VALAPADY,Kallakurichi,C. Tamilselvan
6243,SALEM,Yercaud,KURICHI,VALAPADY,Kallakurichi,C. Tamilselvan
6244,SALEM,Yercaud,NEERMULLIKUTTAI,VALAPADY,Kallakurichi,C. Tamilselvan
6245,SALEM,Yercaud,PUZHUTHIKUTTAI,VALAPADY,Kallakurichi,C. Tamilselvan
6246,SALEM,Yercaud,THUKKIYAMPALAYAM,VALAPADY,Kallakurichi,C. Tamilselvan
6247,SALEM,Yercaud,MANNARPALAYAM,VALAPADY,Kallakurichi,C. Tamilselvan
6248,SALEM,Yercaud,SINGIPURAM,VALAPADY,Kallakurichi,C. Tamilselvan
6249,SALEM,Yercaud,SOMAMPATTI,VALAPADY,Kallakurichi,C. Tamilselvan
6250,SALEM,Yercaud,VILARIPALAYAM,VALAPADY,Kallakurichi,C. Tamilselvan
6251,SALEM,Yercaud,KOMARAPALAYAM,VALAPADY,Kallakurichi,C. Tamilselvan
6252,SALEM,Yercaud,THEKKALPATTI,VALAPADY,Kallakurichi,C. Tamilselvan
6253,SALEM,Yercaud,THIRUMANUR,VALAPADY,Kallakurichi,C. Tamilselvan
6254,SALEM,Yercaud,VEPPILAIPATTI,VALAPADY,Kallakurichi,C. Tamilselvan
6255,SALEM,Yercaud,KATTUVEPPILAIPATTI,VALAPADY,Kallakurichi,C. Tamilselvan
6256,SALEM,Yercaud,MANNAICKENPATTI,VALAPADY,Kallakurichi,C. Tamilselvan
6257,SALEM,Yercaud,MUTHAMPATTI,VALAPADY,Kallakurichi,C. Tamilselvan
6258,SALEM,Yercaud,PONNARAMPATTI,VALAPADY,Kallakurichi,C. Tamilselvan
6259,SALEM,Yercaud,MANJAKUTTAI,YERCAUD,Kallakurichi,C. Tamilselvan
6260,SALEM,Yercaud,YERCAUD,YERCAUD,Kallakurichi,C. Tamilselvan
6261,SALEM,Yercaud,NAGALUR,YERCAUD,Kallakurichi,C. Tamilselvan
6262,SALEM,Yercaud,VELUR,YERCAUD,Kallakurichi,C. Tamilselvan
6263,SALEM,Yercaud,VAZHAVANTHI,YERCAUD,Kallakurichi,C. Tamilselvan
6264,SALEM,Yercaud,SEMMANATHAM,YERCAUD,Kallakurichi,C. Tamilselvan
6265,SALEM,Yercaud,THALAISOLAI,YERCAUD,Kallakurichi,C. Tamilselvan
6266,SALEM,Yercaud,VELLAKKADAI,YERCAUD,Kallakurichi,C. Tamilselvan
6267,SALEM,Yercaud,MARAMANGALAM,YERCAUD,Kallakurichi,C. Tamilselvan
6268,SALEM,Yercaud,C.K.Hills  Therkku  Nadu,P.N.PALAYAM,Kallakurichi,C. Tamilselvan
6269,SALEM,Yercaud,C.K.Hills  Vadakku  Nadu,P.N.PALAYAM,Kallakurichi,C. Tamilselvan
6270,SALEM,Yercaud,Edayapatty (PART),P.N.PALAYAM,Kallakurichi,C. Tamilselvan
6271,SALEM,Yercaud,Pappanaickenpatty,P.N.PALAYAM,Kallakurichi,C. Tamilselvan
6272,SALEM,Yercaud,Thumbal,P.N.PALAYAM,Kallakurichi,C. Tamilselvan
6273,SIVAGANGAI,Karaikudi,KURUNTHANGUDI (PART),KALAIYARKOVIL,Sivaganga,S. Mangudi (Alliance)
6274,SIVAGANGAI,Karaikudi,Amaravathiputhur,SAKKOTTAI,Sivaganga,S. Mangudi (Alliance)
6275,SIVAGANGAI,Karaikudi,Ariyagudi,SAKKOTTAI,Sivaganga,S. Mangudi (Alliance)
6276,SIVAGANGAI,Karaikudi,Ambakkudi,SAKKOTTAI,Sivaganga,S. Mangudi (Alliance)
6277,SIVAGANGAI,Karaikudi,Illupakkudi,SAKKOTTAI,Sivaganga,S. Mangudi (Alliance)
6278,SIVAGANGAI,Karaikudi,Jeyankondan,SAKKOTTAI,Sivaganga,S. Mangudi (Alliance)
6279,SIVAGANGAI,Karaikudi,Kalathur,SAKKOTTAI,Sivaganga,S. Mangudi (Alliance)
6280,SIVAGANGAI,Karaikudi,Mathur,SAKKOTTAI,Sivaganga,S. Mangudi (Alliance)
6281,SIVAGANGAI,Karaikudi,Mithiravayal,SAKKOTTAI,Sivaganga,S. Mangudi (Alliance)
6282,SIVAGANGAI,Karaikudi,Nattuseri,SAKKOTTAI,Sivaganga,S. Mangudi (Alliance)
6283,SIVAGANGAI,Karaikudi,Pirambuvayal,SAKKOTTAI,Sivaganga,S. Mangudi (Alliance)
6284,SIVAGANGAI,Karaikudi,Periyakottai,SAKKOTTAI,Sivaganga,S. Mangudi (Alliance)
6285,SIVAGANGAI,Karaikudi,Periakottagudi,SAKKOTTAI,Sivaganga,S. Mangudi (Alliance)
6286,SIVAGANGAI,Karaikudi,Sakkavayal,SAKKOTTAI,Sivaganga,S. Mangudi (Alliance)
6287,SIVAGANGAI,Karaikudi,Sirugapatti,SAKKOTTAI,Sivaganga,S. Mangudi (Alliance)
6288,SIVAGANGAI,Karaikudi,Sengathangudi,SAKKOTTAI,Sivaganga,S. Mangudi (Alliance)
6289,SIVAGANGAI,Karaikudi,Vengavayal,SAKKOTTAI,Sivaganga,S. Mangudi (Alliance)
6290,SIVAGANGAI,Karaikudi,Veerasekarapuram,SAKKOTTAI,Sivaganga,S. Mangudi (Alliance)
6291,SIVAGANGAI,Karaikudi,Sangarapuram,SAKKOTTAI,Sivaganga,S. Mangudi (Alliance)
6292,SIVAGANGAI,Karaikudi,A.KARUNGULAM (PART),KALLAL,Sivaganga,S. Mangudi (Alliance)
6293,SIVAGANGAI,Karaikudi,KALIPULI,KALLAL,Sivaganga,S. Mangudi (Alliance)
6294,SIVAGANGAI,Karaikudi,KALLUPATTI,KALLAL,Sivaganga,S. Mangudi (Alliance)
6295,SIVAGANGAI,Karaikudi,KOVILOOR,KALLAL,Sivaganga,S. Mangudi (Alliance)
6296,SIVAGANGAI,Karaikudi,ARAVAYAL,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6297,SIVAGANGAI,Karaikudi,ELUVANKOTTAI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6298,SIVAGANGAI,Karaikudi,KANDADEVI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6299,SIVAGANGAI,Karaikudi,KANNANKOTTAI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6300,SIVAGANGAI,Karaikudi,KALLANGUDI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6301,SIVAGANGAI,Karaikudi,KARKALATHUR,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6302,SIVAGANGAI,Karaikudi,KARAI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6303,SIVAGANGAI,Karaikudi,KILIYUR,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6304,SIVAGANGAI,Karaikudi,KURUNTHANAKOTTAI (PART),DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6305,SIVAGANGAI,Karaikudi,MANAIVIKOTTAI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6306,SIVAGANGAI,Karaikudi,MAVIDUTHIKKOTTAI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6307,SIVAGANGAI,Karaikudi,MUPPAIYUR,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6308,SIVAGANGAI,Karaikudi,NAGADI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6309,SIVAGANGAI,Karaikudi,NACHANGULAM,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6310,SIVAGANGAI,Karaikudi,PANNANGULAM,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6311,SIVAGANGAI,Karaikudi,PULIYAL (PART),DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6312,SIVAGANGAI,Karaikudi,PUDUKURUCHI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6313,SIVAGANGAI,Karaikudi,SAKKANTHI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6314,SIVAGANGAI,Karaikudi,SELUGAI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6315,SIVAGANGAI,Karaikudi,SHANMUGANATHAPURAM,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6316,SIVAGANGAI,Karaikudi,THALAKKAVAYAL,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6317,SIVAGANGAI,Karaikudi,THANAVAYAL,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6318,SIVAGANGAI,Karaikudi,THENNIERVAYAL,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6319,SIVAGANGAI,Karaikudi,THIDAKKOTTAI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6320,SIVAGANGAI,Karaikudi,THIRUMANAVAYAL,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6321,SIVAGANGAI,Karaikudi,THOONUGUDI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6322,SIVAGANGAI,Karaikudi,VEERAI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6323,SIVAGANGAI,Karaikudi,VETTIVAYAL,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6324,SIVAGANGAI,Karaikudi,KEELAUCHANI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6325,SIVAGANGAI,Karaikudi,URUTHIKOTTAI (PART),DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6326,SIVAGANGAI,Karaikudi,THIRANI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6327,SIVAGANGAI,Karaikudi,VELLIKATTI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6328,SIVAGANGAI,Karaikudi,SIRUVATHI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6329,SIVAGANGAI,Karaikudi,ILANGUDI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6330,SIVAGANGAI,Karaikudi,SARUKANI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6331,SIVAGANGAI,Karaikudi,PONNALIKOTTAI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6332,SIVAGANGAI,Karaikudi,THIRUVEGAMPATHUR,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6333,SIVAGANGAI,Karaikudi,N.MANAKKUDI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6334,SIVAGANGAI,Karaikudi,URUVATTI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6335,SIVAGANGAI,Karaikudi,MINNITANGUDI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6336,SIVAGANGAI,Karaikudi,KAVATHUGUDI,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6337,SIVAGANGAI,Karaikudi,SIRUNALLUR,DEVAKOTTAI,Sivaganga,S. Mangudi (Alliance)
6338,SIVAGANGAI,Karaikudi,CHITTAMUR,KANNANGUDI,Sivaganga,S. Mangudi (Alliance)
6339,SIVAGANGAI,Karaikudi,HANUMANTHAGUDI,KANNANGUDI,Sivaganga,S. Mangudi (Alliance)
6340,SIVAGANGAI,Karaikudi,KALATHUR,KANNANGUDI,Sivaganga,S. Mangudi (Alliance)
6341,SIVAGANGAI,Karaikudi,KALLIVAYAL,KANNANGUDI,Sivaganga,S. Mangudi (Alliance)
6342,SIVAGANGAI,Karaikudi,KANDIYUR,KANNANGUDI,Sivaganga,S. Mangudi (Alliance)
6343,SIVAGANGAI,Karaikudi,KANGANI,KANNANGUDI,Sivaganga,S. Mangudi (Alliance)
6344,SIVAGANGAI,Karaikudi,KANNANGUDI,KANNANGUDI,Sivaganga,S. Mangudi (Alliance)
6345,SIVAGANGAI,Karaikudi,KODUVOOR,KANNANGUDI,Sivaganga,S. Mangudi (Alliance)
6346,SIVAGANGAI,Karaikudi,K.SIRUVANOOR,KANNANGUDI,Sivaganga,S. Mangudi (Alliance)
6347,SIVAGANGAI,Karaikudi,PUSALAGUDI,KANNANGUDI,Sivaganga,S. Mangudi (Alliance)
6348,SIVAGANGAI,Karaikudi,PUTHURANI,KANNANGUDI,Sivaganga,S. Mangudi (Alliance)
6349,SIVAGANGAI,Karaikudi,SIRUVACHI,KANNANGUDI,Sivaganga,S. Mangudi (Alliance)
6350,SIVAGANGAI,Karaikudi,THATHANI,KANNANGUDI,Sivaganga,S. Mangudi (Alliance)
6351,SIVAGANGAI,Karaikudi,THERALAPPUR,KANNANGUDI,Sivaganga,S. Mangudi (Alliance)
6352,SIVAGANGAI,Karaikudi,THIRUPPAKKOTTAI,KANNANGUDI,Sivaganga,S. Mangudi (Alliance)
6353,SIVAGANGAI,Karaikudi,UNJANAI,KANNANGUDI,Sivaganga,S. Mangudi (Alliance)
6354,SIVAGANGAI,Karaikudi,VENGALORE,KANNANGUDI,Sivaganga,S. Mangudi (Alliance)
6355,SIVAGANGAI,Manamadurai,Arasanoor,SIVAGANGA,Sivaganga,A. Tamilarasi
6356,SIVAGANGAI,Manamadurai,PERIYAKANNANOOR (PART),KALAIYARKOVIL,Sivaganga,A. Tamilarasi
6357,SIVAGANGAI,Manamadurai,SEMBANOOR (PART),KALAIYARKOVIL,Sivaganga,A. Tamilarasi
6358,SIVAGANGAI,Manamadurai,ANNAVASAL,MANAMADURAI,Sivaganga,A. Tamilarasi
6359,SIVAGANGAI,Manamadurai,ARASAKULAM,MANAMADURAI,Sivaganga,A. Tamilarasi
6360,SIVAGANGAI,Manamadurai,CHINNAKANNUR,MANAMADURAI,Sivaganga,A. Tamilarasi
6361,SIVAGANGAI,Manamadurai,KALGURICHI,MANAMADURAI,Sivaganga,A. Tamilarasi
6362,SIVAGANGAI,Manamadurai,KALPIRAVU,MANAMADURAI,Sivaganga,A. Tamilarasi
6363,SIVAGANGAI,Manamadurai,KATTIKULAM,MANAMADURAI,Sivaganga,A. Tamilarasi
6364,SIVAGANGAI,Manamadurai,KEELAMELGUDI,MANAMADURAI,Sivaganga,A. Tamilarasi
6365,SIVAGANGAI,Manamadurai,KEELAPASALAI,MANAMADURAI,Sivaganga,A. Tamilarasi
6366,SIVAGANGAI,Manamadurai,KEELAPIDAVUR (PART),MANAMADURAI,Sivaganga,A. Tamilarasi
6367,SIVAGANGAI,Manamadurai,KUVALAIVELI,MANAMADURAI,Sivaganga,A. Tamilarasi
6368,SIVAGANGAI,Manamadurai,M.KARISALGULAM,MANAMADURAI,Sivaganga,A. Tamilarasi
6369,SIVAGANGAI,Manamadurai,MANAMBAKKI,MANAMADURAI,Sivaganga,A. Tamilarasi
6370,SIVAGANGAI,Manamadurai,MANGULAM,MANAMADURAI,Sivaganga,A. Tamilarasi
6371,SIVAGANGAI,Manamadurai,MELANETTUR,MANAMADURAI,Sivaganga,A. Tamilarasi
6372,SIVAGANGAI,Manamadurai,MELAPASALAI,MANAMADURAI,Sivaganga,A. Tamilarasi
6373,SIVAGANGAI,Manamadurai,MELAPIDAVOOR (PART),MANAMADURAI,Sivaganga,A. Tamilarasi
6374,SIVAGANGAI,Manamadurai,MILAGANOOR,MANAMADURAI,Sivaganga,A. Tamilarasi
6375,SIVAGANGAI,Manamadurai,MUTHANENDAL,MANAMADURAI,Sivaganga,A. Tamilarasi
6376,SIVAGANGAI,Manamadurai,PERIA AVARANGADU,MANAMADURAI,Sivaganga,A. Tamilarasi
6377,SIVAGANGAI,Manamadurai,PERIAKOTTAI (PART),MANAMADURAI,Sivaganga,A. Tamilarasi
6378,SIVAGANGAI,Manamadurai,PERUMPATCHERI,MANAMADURAI,Sivaganga,A. Tamilarasi
6379,SIVAGANGAI,Manamadurai,RAJAGAMBEERAM,MANAMADURAI,Sivaganga,A. Tamilarasi
6380,SIVAGANGAI,Manamadurai,SANNTHIPUDUKKULAM,MANAMADURAI,Sivaganga,A. Tamilarasi
6381,SIVAGANGAI,Manamadurai,SEIKALATHUR,MANAMADURAI,Sivaganga,A. Tamilarasi
6382,SIVAGANGAI,Manamadurai,SIRUGUDI (PART),MANAMADURAI,Sivaganga,A. Tamilarasi
6383,SIVAGANGAI,Manamadurai,SOORAKULAM PILLARTHAN (PART),MANAMADURAI,Sivaganga,A. Tamilarasi
6384,SIVAGANGAI,Manamadurai,SULLANGUDI,MANAMADURAI,Sivaganga,A. Tamilarasi
6385,SIVAGANGAI,Manamadurai,T.PUDUKKOTTAI,MANAMADURAI,Sivaganga,A. Tamilarasi
6386,SIVAGANGAI,Manamadurai,THANJAKORE,MANAMADURAI,Sivaganga,A. Tamilarasi
6387,SIVAGANGAI,Manamadurai,THEETHAMPETTAI,MANAMADURAI,Sivaganga,A. Tamilarasi
6388,SIVAGANGAI,Manamadurai,THERKU SANTHANOOR,MANAMADURAI,Sivaganga,A. Tamilarasi
6389,SIVAGANGAI,Manamadurai,VAGUDI,MANAMADURAI,Sivaganga,A. Tamilarasi
6390,SIVAGANGAI,Manamadurai,VELLIKURICHI,MANAMADURAI,Sivaganga,A. Tamilarasi
6391,SIVAGANGAI,Manamadurai,VILATHUR,MANAMADURAI,Sivaganga,A. Tamilarasi
6392,SIVAGANGAI,Manamadurai,ACHANGULAM,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6393,SIVAGANGAI,Manamadurai,T.ALANGULAM,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6394,SIVAGANGAI,Manamadurai,ALLINAGARAM,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6395,SIVAGANGAI,Manamadurai,CHELLAPANENDAL,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6396,SIVAGANGAI,Manamadurai,ENATHI-THELI,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6397,SIVAGANGAI,Manamadurai,ILANDAIKULAM,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6398,SIVAGANGAI,Manamadurai,KALIYANDOOR NAINARPETTAI,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6399,SIVAGANGAI,Manamadurai,KALUKARKADAI,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6400,SIVAGANGAI,Manamadurai,KANAKKANGUDI,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6401,SIVAGANGAI,Manamadurai,KANJIRANKULAM,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6402,SIVAGANGAI,Manamadurai,KANOOR,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6403,SIVAGANGAI,Manamadurai,KEELACHORIKULAM,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6404,SIVAGANGAI,Manamadurai,KEELADI,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6405,SIVAGANGAI,Manamadurai,KONDAGAI,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6406,SIVAGANGAI,Manamadurai,LADANENDAL,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6407,SIVAGANGAI,Manamadurai,MADAPURAM,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6408,SIVAGANGAI,Manamadurai,MALAVARAYANENDAL,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6409,SIVAGANGAI,Manamadurai,MANALOOR,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6410,SIVAGANGAI,Manamadurai,MANGUDI AMBALATHADI,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6411,SIVAGANGAI,Manamadurai,MARANADU,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6412,SIVAGANGAI,Manamadurai,MELACHORIKULAM,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6413,SIVAGANGAI,Manamadurai,MELARANGIYAM,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6414,SIVAGANGAI,Manamadurai,MUKKUDI,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6415,SIVAGANGAI,Manamadurai,MUTHUVANTHIDAL,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6416,SIVAGANGAI,Manamadurai,PALAYANOOR,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6417,SIVAGANGAI,Manamadurai,PAPPAGUDI,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
6418,SIVAGANGAI,Manamadurai,PATTAM,THIRUPPUVANAM,Sivaganga,A. Tamilarasi
